wallet_id,member_id,country,onboarding_method,marketing_channel,status,created_at
w_002844,mem_002844,AT,card,organic,active,2025-07-11 14:40:36
w_002845,mem_002845,AT,card,partner,active,2025-04-01 17:02:22
w_002846,mem_002846,AT,card,referral,active,2025-02-06 19:10:40
w_002847,mem_002847,DE,sdd,organic,active,2025-06-22 21:25:36
w_002848,mem_002848,AT,card,organic,churned,2025-10-06 11:43:58
w_002849,mem_002849,CH,card,organic,churned,2025-02-02 07:05:13
w_002850,mem_002850,DE,card,organic,active,2025-12-16 23:01:06
w_002851,mem_002851,DE,sdd,organic,active,2025-03-03 07:48:55
w_002852,mem_002852,AT,card,,active,2025-05-11 23:29:47
w_002853,mem_002853,DE,card,organic,active,2025-09-12 06:01:33
w_002854,mem_002854,DE,card,referral,churned,2025-06-20 03:01:51
w_002855,mem_002855,AT,sdd,search,active,2025-11-24 23:32:30
w_002856,mem_002856,AT,card,organic,active,2025-09-19 18:48:03
w_002857,mem_002857,DE,sdd,organic,active,2025-01-04 18:37:21
w_002858,,DE,sdd,paid_social,active,2025-10-08 03:38:04
w_002859,mem_002859,DE,card,search,active,2025-01-13 04:58:27
w_002860,,DE,sdd,organic,active,2025-01-26 00:20:23
w_002861,mem_002861,CH,card,paid_social,active,2025-09-11 23:10:26
w_002862,mem_002862,DE,sdd,organic,churned,2025-10-23 03:23:20
w_002863,,SI,card,paid_social,active,2025-05-31 15:41:54
w_002864,,CH,card,paid_social,active,2025-09-08 03:40:59
w_002865,mem_002865,DE,sdd,referral,active,2025-01-29 14:49:10
w_002866,mem_002866,DE,sdd,partner,active,2025-04-04 20:12:35
w_002867,mem_002867,AT,card,,active,2025-03-26 14:04:48
w_002868,mem_002868,AT,sdd,search,active,2025-05-26 14:57:39
w_002869,mem_002869,AT,card,search,active,2025-11-25 18:03:26
w_002870,mem_002870,AT,sdd,paid_social,churned,2025-01-29 07:16:37
w_002871,mem_002871,AT,sdd,organic,active,2025-04-22 00:29:34
w_002872,mem_002872,IT,sdd,search,active,2025-08-11 09:47:04
w_002873,,DE,card,partner,active,2025-01-28 02:03:40
w_002874,mem_002874,AT,card,paid_social,active,2025-11-22 19:23:48
w_002875,mem_002875,AT,card,organic,active,2025-12-21 18:39:55
w_002876,mem_002876,AT,card,organic,active,2025-05-30 03:22:57
w_002877,mem_002877,CH,sdd,search,churned,2025-09-21 10:34:15
w_002878,mem_002878,DE,card,search,churned,2025-08-07 11:33:31
w_002879,mem_002879,DE,sdd,paid_social,active,2025-02-04 01:40:24
w_002880,mem_002880,DE,card,search,active,2025-03-31 16:33:53
w_002881,mem_002881,AT,sdd,organic,active,2025-12-10 14:24:52
w_002882,mem_002882,AT,card,organic,active,2025-06-29 22:53:46
w_002883,mem_002883,DE,card,organic,active,2025-11-08 03:17:17
w_002884,mem_002884,DE,card,referral,active,2025-06-17 13:23:48
w_002885,mem_002885,IT,sdd,partner,churned,2025-01-27 05:22:48
w_002886,,AT,sdd,organic,active,2025-10-08 16:53:07
w_002887,mem_002887,DE,sdd,referral,active,2025-06-19 12:45:32
w_002888,mem_002888,SI,sdd,referral,active,2025-05-02 12:52:50
w_002889,mem_002889,AT,card,organic,active,2025-05-29 05:53:09
w_002890,mem_002890,DE,card,organic,active,2025-04-02 18:47:05
w_002891,mem_002891,CH,sdd,organic,active,2025-05-26 19:19:59
w_002892,mem_002892,AT,sdd,organic,churned,2025-07-17 16:49:30
w_002893,mem_002893,DE,sdd,organic,active,2025-07-19 14:01:20
w_002894,mem_002894,DE,card,organic,active,2025-03-25 00:18:28
w_002895,mem_002895,AT,sdd,,active,2025-09-15 06:48:39
w_002896,mem_002896,DE,sdd,organic,active,2025-09-12 07:29:32
w_002897,mem_002897,DE,card,referral,churned,2025-06-13 16:17:36
w_002898,mem_002898,AT,sdd,organic,active,2025-09-19 09:59:29
w_002899,mem_002899,AT,card,organic,active,2025-01-20 16:37:47
w_002900,mem_002900,AT,card,organic,active,2025-06-20 10:54:24
w_002901,mem_002901,DE,sdd,paid_social,blocked,2025-10-06 18:52:07
w_002902,,AT,card,search,active,2025-12-11 05:14:57
w_002903,mem_002903,CH,sdd,paid_social,active,2025-05-14 18:21:38
w_002904,mem_002904,DE,sdd,organic,active,2025-06-04 12:32:40
w_002905,mem_002905,AT,card,search,churned,2025-01-09 21:36:32
w_002906,,IT,sdd,partner,active,2025-10-16 06:42:12
w_002907,mem_002907,AT,card,organic,active,2025-08-15 01:00:31
w_002908,mem_002908,AT,card,paid_social,active,2025-11-24 01:22:39
w_002909,mem_002909,AT,sdd,paid_social,active,2025-02-28 13:53:28
w_002910,,CH,card,paid_social,active,2025-07-14 14:28:16
w_002911,mem_002911,IT,sdd,organic,churned,2025-12-19 09:41:06
w_002912,mem_002912,DE,sdd,paid_social,active,2025-06-03 00:21:27
w_002913,mem_002913,IT,sdd,organic,active,2025-04-28 17:59:52
w_002914,mem_002914,AT,card,referral,active,2025-06-17 13:44:00
w_002915,mem_002915,DE,sdd,paid_social,active,2025-08-09 09:58:34
w_002916,mem_002916,DE,card,organic,active,2025-02-20 06:48:05
w_002917,mem_002917,DE,card,search,active,2025-02-27 00:48:58
w_002918,mem_002918,DE,sdd,paid_social,active,2025-09-12 04:48:40
w_002919,mem_002919,DE,sdd,,churned,2025-07-19 07:43:33
w_002920,mem_002920,CH,sdd,organic,active,2025-09-24 21:34:20
w_002921,mem_002921,DE,card,paid_social,active,2025-05-01 19:59:14
w_002922,mem_002922,AT,sdd,,active,2025-03-27 16:10:13
w_002923,mem_002923,AT,sdd,organic,churned,2025-04-20 09:56:46
w_002924,mem_002924,CH,card,organic,active,2025-07-26 11:08:20
w_002925,mem_002925,IT,card,paid_social,active,2025-09-25 18:49:57
w_002926,,AT,card,search,churned,2025-06-07 13:05:52
w_002927,mem_002927,AT,sdd,paid_social,active,2025-06-01 14:49:54
w_002928,mem_002928,SI,card,partner,active,2025-08-16 21:37:10
w_002929,mem_002929,AT,sdd,paid_social,churned,2025-12-22 19:28:41
w_002930,mem_002930,AT,card,search,active,2025-07-03 09:06:44
w_002931,mem_002931,AT,sdd,organic,active,2025-05-29 11:21:59
w_002932,mem_002932,DE,sdd,organic,active,2025-05-14 07:23:32
w_002933,mem_002933,AT,sdd,paid_social,churned,2025-11-22 17:55:10
w_002934,mem_002934,IT,sdd,paid_social,active,2025-10-23 07:36:28
w_002935,mem_002935,IT,sdd,paid_social,active,2025-04-28 07:39:19
w_002936,mem_002936,DE,card,organic,active,2025-04-18 06:13:13
w_002937,mem_002937,AT,card,organic,active,2025-05-30 10:39:05
w_002938,mem_002938,CH,card,search,active,2025-07-31 10:45:04
w_002939,mem_002939,AT,card,paid_social,blocked,2025-04-27 21:29:57
w_002940,mem_002940,AT,card,referral,active,2025-06-10 06:10:11
w_002941,,DE,sdd,paid_social,active,2025-01-08 00:26:34
w_002942,mem_002942,AT,sdd,paid_social,active,2025-05-19 08:39:25
w_002943,mem_002943,AT,sdd,search,active,2025-02-05 21:01:34
w_002944,mem_002944,DE,card,search,blocked,2025-09-13 12:27:33
w_002945,mem_002945,CH,sdd,organic,active,2025-04-11 21:09:12
w_002946,mem_002946,DE,card,organic,active,2025-03-17 08:10:10
w_002947,mem_002947,DE,sdd,partner,active,2025-07-25 10:58:48
w_002948,mem_002948,DE,sdd,organic,active,2025-06-29 17:36:00
w_002949,,AT,card,partner,active,2025-07-01 18:21:40
w_002950,mem_002950,IT,card,organic,active,2025-09-02 09:29:56
w_002951,mem_002951,SI,sdd,partner,active,2025-05-23 17:13:59
w_002952,mem_002952,AT,sdd,organic,active,2025-07-07 21:45:41
w_002953,mem_002953,DE,card,organic,active,2025-09-15 07:34:55
w_002954,mem_002954,CH,card,paid_social,active,2025-08-11 18:56:18
w_002955,mem_002955,AT,sdd,organic,active,2025-09-01 17:09:27
w_002956,mem_002956,AT,card,organic,active,2025-05-27 19:59:35
w_002957,,DE,card,paid_social,active,2025-10-07 22:46:12
w_002958,mem_002958,SI,sdd,partner,active,2025-04-06 14:06:34
w_002959,mem_002959,AT,sdd,referral,churned,2025-09-14 00:52:40
w_002960,mem_002960,AT,sdd,referral,active,2025-11-13 09:22:57
w_002961,mem_002961,DE,card,search,active,2025-01-01 13:16:27
w_002962,mem_002962,AT,sdd,paid_social,active,2025-03-28 05:44:41
w_002963,mem_002963,AT,card,organic,active,2025-01-14 11:58:19
w_002964,mem_002964,SI,card,search,active,2025-03-14 19:02:40
w_002965,mem_002965,AT,sdd,organic,active,2025-11-19 05:58:09
w_002966,mem_002966,IT,card,partner,active,2025-02-08 17:59:09
w_002967,mem_002967,AT,sdd,search,active,2025-08-05 19:30:28
w_002968,mem_002968,CH,card,paid_social,active,2025-09-16 17:37:35
w_002969,mem_002969,AT,card,organic,active,2025-04-11 07:15:25
w_002970,mem_002970,SI,card,organic,churned,2025-03-23 11:39:57
w_002971,mem_002971,DE,card,organic,active,2025-03-04 16:13:29
w_002972,mem_002972,IT,card,referral,churned,2025-03-01 19:05:31
w_002973,mem_002973,AT,card,paid_social,active,2025-09-16 06:17:13
w_002974,mem_002974,DE,card,organic,active,2025-01-23 04:46:08
w_002975,,IT,card,search,active,2025-09-12 19:11:57
w_002976,mem_002976,DE,sdd,organic,active,2025-12-02 17:39:39
w_002977,mem_002977,IT,sdd,referral,active,2025-09-23 12:18:19
w_002978,mem_002978,DE,card,organic,churned,2025-03-30 23:30:29
w_002979,mem_002979,DE,sdd,referral,active,2025-01-06 06:18:51
w_002980,mem_002980,AT,card,paid_social,active,2025-07-17 13:35:42
w_002981,mem_002981,AT,sdd,paid_social,active,2025-05-22 21:32:31
w_002982,mem_002982,CH,card,paid_social,active,2025-04-08 15:28:12
w_002983,mem_002983,AT,card,referral,active,2025-06-16 06:21:31
w_002984,mem_002984,CH,sdd,search,active,2025-05-09 03:20:28
w_002985,mem_002985,DE,sdd,search,active,2025-08-19 01:48:06
w_002986,mem_002986,AT,sdd,paid_social,active,2025-01-24 09:05:13
w_002987,mem_002987,IT,sdd,organic,active,2025-03-03 11:25:22
w_002988,mem_002988,CH,card,search,active,2025-09-14 22:51:39
w_002989,mem_002989,DE,card,paid_social,active,2025-06-16 23:51:27
w_002990,mem_002990,AT,sdd,paid_social,active,2025-01-15 02:40:23
w_002991,mem_002991,SI,sdd,paid_social,active,2025-07-07 22:01:14
w_002992,mem_002992,SI,card,,active,2025-06-01 05:30:11
w_002993,mem_002993,DE,sdd,referral,active,2025-07-27 16:22:21
w_002994,mem_002994,CH,card,organic,active,2025-03-22 18:44:45
w_002995,mem_002995,AT,sdd,organic,active,2025-02-14 18:33:47
w_002996,mem_002996,DE,sdd,organic,active,2025-07-19 00:47:31
w_002997,mem_002997,AT,sdd,paid_social,active,2025-01-18 17:46:29
w_002998,mem_002998,DE,sdd,partner,churned,2025-11-10 14:57:03
w_002999,,AT,card,paid_social,active,2025-07-06 09:20:45
w_003000,mem_003000,DE,sdd,paid_social,active,2025-04-29 21:42:52
w_003001,mem_003001,CH,sdd,organic,active,2025-08-19 07:57:39
w_003002,mem_003002,AT,card,organic,active,2025-12-12 20:18:27
w_003003,mem_003003,AT,sdd,referral,active,2025-06-07 22:46:30
w_003004,mem_003004,DE,card,paid_social,active,2025-05-30 22:54:28
w_003005,mem_003005,AT,card,paid_social,active,2025-02-12 16:26:06
w_003006,mem_003006,DE,card,organic,active,2025-05-05 16:50:01
w_003007,mem_003007,DE,card,paid_social,active,2025-05-16 20:02:31
w_003008,mem_003008,DE,card,referral,active,2025-04-02 04:13:18
w_003009,mem_003009,DE,sdd,organic,active,2025-08-06 07:46:01
w_003010,mem_003010,AT,sdd,partner,active,2025-09-13 07:57:46
w_003011,mem_003011,DE,card,search,active,2025-12-25 14:12:22
w_003012,mem_003012,CH,card,search,active,2025-04-29 14:05:30
w_003013,mem_003013,AT,card,organic,churned,2025-04-05 03:52:22
w_003014,mem_003014,AT,sdd,referral,blocked,2025-08-12 06:38:31
w_003015,mem_003015,AT,card,paid_social,active,2025-09-13 07:15:01
w_003016,mem_003016,CH,card,referral,active,2025-02-19 19:52:37
w_003017,mem_003017,DE,card,organic,blocked,2025-07-27 01:35:05
w_003018,mem_003018,CH,card,organic,active,2025-03-03 05:48:30
w_003019,mem_003019,DE,sdd,organic,blocked,2025-09-26 11:07:17
w_003020,mem_003020,DE,card,paid_social,active,2025-11-27 17:43:35
w_003021,mem_003021,DE,sdd,organic,active,2025-07-03 13:06:56
w_003022,mem_003022,AT,card,organic,active,2025-04-28 04:42:42
w_003023,mem_003023,AT,card,search,active,2025-08-26 06:21:31
w_003024,mem_003024,DE,sdd,search,active,2025-02-11 09:55:13
w_003025,mem_003025,AT,sdd,organic,active,2025-12-02 16:02:18
w_003026,mem_003026,DE,sdd,search,churned,2025-09-21 03:08:17
w_003027,mem_003027,AT,card,paid_social,active,2025-12-25 08:10:03
w_003028,mem_003028,AT,sdd,organic,active,2025-03-15 11:01:47
w_003029,mem_003029,AT,card,organic,active,2025-07-30 12:10:36
w_003030,mem_003030,AT,card,organic,active,2025-06-08 05:12:10
w_003031,mem_003031,AT,sdd,organic,active,2025-06-27 16:23:20
w_003032,mem_003032,DE,card,search,active,2025-09-15 14:16:14
w_003033,mem_003033,AT,card,partner,active,2025-06-03 21:16:17
w_003034,mem_003034,AT,card,paid_social,active,2025-09-10 20:55:33
w_003035,mem_003035,IT,sdd,referral,active,2025-08-15 05:54:54
w_003036,mem_003036,DE,sdd,organic,active,2025-07-09 05:55:25
w_003037,mem_003037,AT,card,search,active,2025-03-22 17:12:10
w_003038,mem_003038,DE,sdd,paid_social,active,2025-01-19 05:26:05
w_003039,mem_003039,IT,card,organic,active,2025-03-12 08:39:51
w_003040,mem_003040,DE,sdd,organic,churned,2025-03-20 01:50:45
w_003041,mem_003041,AT,sdd,organic,active,2025-02-22 05:05:26
w_003042,mem_003042,DE,sdd,referral,active,2025-01-09 12:44:35
w_003043,mem_003043,AT,card,paid_social,active,2025-09-18 07:54:19
w_003044,mem_003044,DE,card,organic,active,2025-06-15 18:41:58
w_003045,mem_003045,DE,sdd,organic,active,2025-12-15 23:58:42
w_003046,mem_003046,DE,card,search,active,2025-12-17 21:20:15
w_003047,mem_003047,DE,card,organic,active,2025-03-08 06:21:42
w_003048,mem_003048,CH,card,search,active,2025-02-19 08:14:45
w_003049,mem_003049,AT,card,partner,active,2025-11-06 14:06:00
w_003050,mem_003050,CH,sdd,search,active,2025-09-15 01:31:02
w_003051,mem_003051,DE,sdd,search,active,2025-10-08 11:30:24
w_003052,mem_003052,DE,sdd,search,active,2025-02-09 10:53:24
w_003053,mem_003053,DE,card,partner,active,2025-06-10 18:00:49
w_003054,mem_003054,AT,card,paid_social,active,2025-01-20 10:27:59
w_003055,mem_003055,AT,card,organic,active,2025-11-03 06:28:09
w_003056,mem_003056,SI,card,paid_social,active,2025-03-02 09:50:53
w_003057,mem_003057,AT,sdd,search,active,2025-06-03 02:14:15
w_003058,mem_003058,DE,card,organic,active,2025-04-07 01:59:08
w_003059,mem_003059,SI,sdd,paid_social,active,2025-03-14 08:30:21
w_003060,,SI,card,search,active,2025-07-19 10:17:08
w_003061,mem_003061,CH,card,paid_social,active,2025-10-16 10:54:23
w_003062,mem_003062,DE,card,partner,active,2025-01-20 05:13:19
w_003063,mem_003063,SI,card,referral,active,2025-08-21 08:13:36
w_003064,mem_003064,CH,sdd,organic,active,2025-03-11 04:58:13
w_003065,mem_003065,AT,sdd,organic,active,2025-03-10 03:48:19
w_003066,mem_003066,IT,sdd,organic,active,2025-06-26 11:20:51
w_003067,mem_003067,IT,card,referral,active,2025-03-10 09:48:51
w_003068,mem_003068,DE,sdd,paid_social,churned,2025-11-27 02:32:59
w_003069,mem_003069,AT,card,search,active,2025-03-17 22:12:39
w_003070,mem_003070,DE,card,organic,active,2025-04-29 08:19:11
w_003071,mem_003071,AT,sdd,referral,active,2025-04-16 05:33:00
w_003072,mem_003072,DE,card,organic,active,2025-10-25 11:13:12
w_003073,mem_003073,DE,sdd,paid_social,active,2025-09-22 19:29:54
w_003074,mem_003074,DE,sdd,organic,churned,2025-09-13 12:22:35
w_003075,mem_003075,AT,sdd,partner,active,2025-03-13 20:11:57
w_003076,mem_003076,CH,sdd,organic,active,2025-08-09 07:02:53
w_003077,mem_003077,AT,card,organic,active,2025-11-11 09:17:04
w_003078,mem_003078,CH,card,search,active,2025-08-19 02:46:19
w_003079,,AT,card,referral,active,2025-03-26 19:19:17
w_003080,mem_003080,DE,sdd,paid_social,active,2025-04-01 07:54:31
w_003081,mem_003081,DE,sdd,paid_social,active,2025-11-18 01:06:19
w_003082,mem_003082,DE,card,paid_social,active,2025-01-30 12:21:02
w_003083,mem_003083,AT,sdd,search,active,2025-02-07 17:00:02
w_003084,mem_003084,IT,card,organic,active,2025-01-17 22:28:08
w_003085,mem_003085,AT,card,organic,active,2025-11-15 00:54:24
w_003086,mem_003086,DE,card,referral,active,2025-01-30 14:52:57
w_003087,mem_003087,DE,sdd,paid_social,active,2025-07-29 01:33:56
w_003088,,AT,sdd,paid_social,active,2025-12-14 01:13:50
w_003089,mem_003089,DE,card,referral,churned,2025-01-23 17:08:39
w_003090,mem_003090,CH,card,paid_social,active,2025-01-17 12:52:35
w_003091,mem_003091,AT,sdd,search,active,2025-09-05 21:12:34
w_003092,mem_003092,IT,card,search,active,2025-05-31 13:46:56
w_003093,mem_003093,AT,card,organic,active,2025-02-16 02:50:54
w_003094,mem_003094,AT,sdd,organic,active,2025-02-24 17:22:13
w_003095,mem_003095,AT,sdd,organic,active,2025-04-29 16:45:18
w_003096,mem_003096,DE,card,search,active,2025-02-13 19:04:22
w_003097,mem_003097,IT,sdd,search,active,2025-09-29 20:38:20
w_003098,mem_003098,DE,card,paid_social,active,2025-06-07 18:32:10
w_003099,mem_003099,AT,sdd,organic,active,2025-09-11 02:10:10
w_003100,mem_003100,DE,card,referral,active,2025-12-06 21:18:01
w_003101,,DE,sdd,organic,churned,2025-01-25 05:29:52
w_003102,mem_003102,AT,sdd,search,active,2025-06-03 19:15:50
w_003103,mem_003103,AT,card,partner,active,2025-04-15 22:00:23
w_003104,mem_003104,IT,card,referral,churned,2025-08-03 19:44:18
w_003105,mem_003105,DE,sdd,paid_social,active,2025-08-08 06:02:10
w_003106,mem_003106,AT,sdd,search,active,2025-11-16 11:30:48
w_003107,mem_003107,DE,sdd,search,blocked,2025-12-12 11:04:14
w_003108,mem_003108,CH,sdd,organic,active,2025-03-21 03:59:18
w_003109,mem_003109,CH,card,search,churned,2025-02-14 06:58:25
w_003110,mem_003110,DE,sdd,search,active,2025-03-10 18:04:06
w_003111,mem_003111,DE,card,organic,active,2025-01-01 07:38:50
w_003112,mem_003112,DE,card,search,active,2025-03-29 14:49:36
w_003113,mem_003113,DE,card,organic,active,2025-03-28 22:01:14
w_003114,mem_003114,DE,card,paid_social,churned,2025-07-05 04:45:26
w_003115,mem_003115,DE,sdd,referral,active,2025-12-14 20:05:29
w_003116,mem_003116,DE,card,paid_social,active,2025-05-24 18:49:53
w_003117,mem_003117,DE,card,paid_social,active,2025-11-29 13:18:00
w_003118,mem_003118,CH,card,paid_social,active,2025-06-22 15:55:21
w_003119,mem_003119,DE,sdd,organic,active,2025-08-19 11:04:58
w_003120,mem_003120,AT,card,search,active,2025-09-14 14:33:14
w_003121,mem_003121,SI,sdd,paid_social,active,2025-09-30 10:24:33
w_003122,mem_003122,IT,sdd,paid_social,active,2025-03-08 08:06:37
w_003123,mem_003123,CH,sdd,organic,active,2025-04-30 15:12:52
w_003124,mem_003124,DE,card,search,active,2025-08-22 22:15:09
w_003125,mem_003125,AT,sdd,paid_social,blocked,2025-12-11 07:39:32
w_003126,mem_003126,SI,sdd,search,active,2025-10-25 00:45:09
w_003127,mem_003127,DE,card,referral,active,2025-08-11 22:56:48
w_003128,mem_003128,DE,card,search,active,2025-04-30 05:23:13
w_003129,mem_003129,DE,card,search,active,2025-04-21 09:11:03
w_003130,mem_003130,AT,card,paid_social,active,2025-11-25 22:25:29
w_003131,mem_003131,DE,card,organic,active,2025-09-02 15:13:18
w_003132,mem_003132,AT,sdd,organic,active,2025-05-28 21:30:20
w_003133,mem_003133,IT,card,organic,active,2025-08-23 22:20:15
w_003134,mem_003134,AT,sdd,,blocked,2025-03-08 08:54:57
w_003135,mem_003135,DE,sdd,search,active,2025-01-16 04:17:38
w_003136,mem_003136,AT,sdd,organic,active,2025-03-11 13:43:11
w_003137,mem_003137,AT,card,organic,active,2025-08-05 00:55:25
w_003138,mem_003138,DE,card,search,active,2025-07-07 08:55:26
w_003139,mem_003139,AT,sdd,,active,2025-04-12 17:11:31
w_003140,,DE,sdd,organic,churned,2025-04-02 20:55:17
w_003141,mem_003141,DE,card,paid_social,active,2025-01-01 05:53:22
w_003142,mem_003142,AT,sdd,partner,active,2025-08-18 23:27:37
w_003143,mem_003143,AT,card,search,active,2025-05-19 19:32:55
w_003144,mem_003144,AT,sdd,organic,blocked,2025-07-30 05:51:44
w_003145,mem_003145,AT,sdd,paid_social,active,2025-10-23 14:37:07
w_003146,mem_003146,AT,card,organic,active,2025-06-10 22:54:39
w_003147,mem_003147,AT,card,organic,active,2025-05-25 14:39:29
w_003148,mem_003148,AT,sdd,referral,active,2025-04-08 21:24:58
w_003149,mem_003149,IT,sdd,organic,churned,2025-06-13 20:45:39
w_003150,mem_003150,AT,sdd,paid_social,active,2025-01-15 23:57:30
w_003151,mem_003151,AT,sdd,organic,active,2025-08-20 23:45:58
w_003152,mem_003152,AT,sdd,referral,active,2025-11-29 02:11:16
w_003153,mem_003153,AT,sdd,partner,active,2025-09-14 06:46:28
w_003154,mem_003154,AT,card,referral,active,2025-04-28 21:30:52
w_003155,mem_003155,IT,sdd,organic,active,2025-05-07 16:56:28
w_003156,mem_003156,AT,card,organic,churned,2025-07-09 22:43:56
w_003157,mem_003157,DE,sdd,organic,blocked,2025-03-06 13:19:16
w_003158,mem_003158,CH,sdd,referral,churned,2025-02-19 14:29:26
w_003159,mem_003159,AT,card,paid_social,active,2025-07-03 10:10:06
w_003160,mem_003160,DE,sdd,paid_social,active,2025-06-15 06:52:02
w_003161,mem_003161,AT,sdd,referral,active,2025-05-05 15:47:49
w_003162,mem_003162,DE,sdd,paid_social,active,2025-03-08 03:24:54
w_003163,mem_003163,AT,sdd,organic,active,2025-07-15 02:18:26
w_003164,mem_003164,AT,card,organic,active,2025-01-21 06:46:34
w_003165,mem_003165,DE,card,paid_social,active,2025-06-26 08:35:36
w_003166,mem_003166,DE,card,organic,blocked,2025-02-24 19:34:36
w_003167,mem_003167,AT,sdd,search,active,2025-11-20 14:36:35
w_003168,mem_003168,IT,card,organic,active,2025-08-10 18:48:53
w_003169,mem_003169,AT,sdd,organic,active,2025-03-31 20:30:22
w_003170,mem_003170,AT,card,paid_social,active,2025-02-02 06:58:32
w_003171,mem_003171,AT,sdd,paid_social,active,2025-08-22 08:33:51
w_003172,mem_003172,AT,sdd,paid_social,active,2025-03-09 23:53:16
w_003173,,DE,sdd,organic,active,2025-03-18 05:38:30
w_003174,mem_003174,DE,card,organic,active,2025-03-12 12:04:07
w_003175,mem_003175,IT,sdd,organic,active,2025-05-08 03:56:23
w_003176,mem_003176,DE,sdd,organic,active,2025-08-08 05:45:17
w_003177,mem_003177,DE,sdd,organic,active,2025-05-29 03:59:10
w_003178,mem_003178,SI,sdd,search,churned,2025-11-11 05:05:57
w_003179,mem_003179,CH,card,paid_social,active,2025-02-23 00:45:15
w_003180,mem_003180,DE,card,referral,active,2025-12-18 20:51:36
w_003181,,AT,sdd,organic,active,2025-02-13 13:27:30
w_003182,mem_003182,DE,sdd,referral,churned,2025-12-18 19:47:39
w_003183,mem_003183,AT,sdd,referral,active,2025-07-29 19:59:06
w_003184,mem_003184,DE,sdd,search,churned,2025-06-01 09:46:52
w_003185,mem_003185,DE,sdd,organic,active,2025-12-16 21:24:24
w_003186,mem_003186,CH,sdd,referral,active,2025-12-20 17:37:53
w_003187,mem_003187,DE,sdd,referral,active,2025-05-16 08:31:48
w_003188,mem_003188,DE,card,referral,active,2025-03-11 13:48:00
w_003189,mem_003189,AT,sdd,paid_social,active,2025-12-15 10:27:15
w_003190,mem_003190,DE,sdd,organic,churned,2025-03-14 19:55:10
w_003191,mem_003191,CH,sdd,organic,active,2025-05-08 10:43:50
w_003192,mem_003192,AT,sdd,search,active,2025-02-08 09:38:33
w_003193,mem_003193,AT,sdd,organic,churned,2025-07-23 03:23:13
w_003194,mem_003194,DE,card,organic,active,2025-01-12 12:41:00
w_003195,mem_003195,SI,card,organic,active,2025-02-01 19:30:45
w_003196,mem_003196,IT,card,referral,active,2025-12-22 21:47:55
w_003197,mem_003197,DE,card,search,active,2025-12-23 02:18:45
w_003198,mem_003198,AT,card,paid_social,active,2025-06-22 22:26:57
w_003199,mem_003199,IT,sdd,search,active,2025-06-14 06:15:30
w_003200,mem_003200,AT,card,,active,2025-05-02 14:07:34
w_003201,mem_003201,AT,card,organic,active,2025-01-05 14:48:39
w_003202,mem_003202,IT,sdd,organic,active,2025-10-17 02:26:02
w_003203,mem_003203,SI,sdd,referral,active,2025-11-30 01:52:05
w_003204,mem_003204,DE,card,referral,active,2025-05-03 09:24:09
w_003205,mem_003205,IT,card,organic,active,2025-05-08 10:01:16
w_003206,,AT,sdd,paid_social,active,2025-05-08 06:45:38
w_003207,mem_003207,IT,sdd,paid_social,active,2025-12-18 18:27:08
w_003208,mem_003208,AT,sdd,search,active,2025-06-06 03:26:33
w_003209,mem_003209,AT,card,referral,active,2025-06-05 17:03:42
w_003210,mem_003210,IT,card,,active,2025-09-01 08:37:38
w_003211,mem_003211,DE,sdd,referral,churned,2025-02-05 02:06:01
w_003212,mem_003212,DE,card,paid_social,active,2025-12-01 06:59:48
w_003213,mem_003213,AT,sdd,referral,active,2025-11-03 17:58:19
w_003214,mem_003214,CH,sdd,organic,active,2025-01-17 12:56:33
w_003215,mem_003215,DE,card,paid_social,active,2025-01-11 22:35:30
w_003216,mem_003216,AT,sdd,search,active,2025-01-02 19:40:35
w_003217,,DE,sdd,organic,active,2025-04-10 14:03:06
w_003218,mem_003218,DE,sdd,paid_social,churned,2025-09-28 12:28:58
w_003219,mem_003219,IT,sdd,paid_social,active,2025-11-14 17:34:24
w_003220,,DE,sdd,,active,2025-02-18 07:51:44
w_003221,mem_003221,AT,sdd,search,active,2025-01-04 05:06:21
w_003222,mem_003222,DE,sdd,paid_social,active,2025-12-05 19:00:27
w_003223,mem_003223,AT,sdd,paid_social,active,2025-08-13 20:46:45
w_003224,,AT,card,partner,active,2025-11-06 15:15:38
w_003225,mem_003225,CH,card,organic,churned,2025-12-01 02:16:12
w_003226,mem_003226,DE,sdd,organic,active,2025-07-28 09:17:52
w_003227,mem_003227,IT,sdd,search,active,2025-05-05 05:41:38
w_003228,mem_003228,AT,sdd,paid_social,blocked,2025-05-08 15:15:06
w_003229,mem_003229,DE,card,paid_social,active,2025-12-11 23:14:20
w_003230,mem_003230,IT,card,search,active,2025-02-16 12:47:09
w_003231,mem_003231,CH,card,search,active,2025-10-25 08:31:48
w_003232,,DE,sdd,search,active,2025-12-16 23:17:17
w_003233,mem_003233,DE,card,paid_social,active,2025-07-18 19:53:58
w_003234,mem_003234,AT,sdd,partner,active,2025-11-19 02:34:09
w_003235,mem_003235,IT,card,organic,active,2025-05-16 13:54:34
w_003236,mem_003236,IT,card,partner,active,2025-02-19 14:24:07
w_003237,mem_003237,IT,card,referral,active,2025-01-27 08:07:44
w_003238,mem_003238,AT,sdd,organic,active,2025-10-09 05:40:16
w_003239,,DE,card,organic,active,2025-01-08 15:26:00
w_003240,mem_003240,SI,sdd,paid_social,active,2025-08-08 10:25:31
w_003241,,DE,sdd,referral,active,2025-01-30 05:41:30
